timestamp_utc,tripId,codTren,codLinea,retrasoMin,codEstAct,codEstSig,horaLlegadaSigEst,codEstDest,codEstOrig,porAvanc,latitud,longitud,nucleo,accesible,via,nextVia
2026-06-02T00:01:42Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:06:20Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:11:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:16:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:21:27Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:26:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:31:30Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:36:22Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:41:36Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:46:17Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:51:26Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T00:56:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:01:41Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:11:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:16:26Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:21:20Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:26:23Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:31:36Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:36:12Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:41:21Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:46:18Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:51:29Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T01:56:16Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:01:47Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:06:19Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:16:26Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:21:18Z,1050M19550C5,19550,C5,0,35012,35012,2026-06-01T08:26:00,35012,35607,A,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:26:25Z,1050M20203C4a,20203,C4a,0,18000,18101,2026-06-02T04:57:00,19003,18000,E,40.40654,-3.6895106,10,True,6,1
2026-06-02T02:31:37Z,5150M77502R4,77502,R4,0,78710,78710,2026-06-02T04:32:43,71600,78700,A,41.567463,2.03963,50,False,2,2
2026-06-02T02:31:37Z,1050M21601C2,21601,C2,0,70200,70105,2026-06-02T05:05:00,12006,70200,E,40.644257,-3.1823237,10,False,1,1
2026-06-02T02:31:37Z,1050M19502C5,19502,C5,0,35607,35606,2026-06-02T05:01:00,35012,35607,E,40.330883,-3.8823783,10,False,2,1
2026-06-02T02:31:37Z,1050M20203C4a,20203,C4a,0,18000,18101,2026-06-02T04:57:00,19003,18000,E,40.40654,-3.6895106,10,True,6,1
2026-06-02T02:31:37Z,1050M21500C2,21500,C2,0,17000,18002,2026-06-02T05:04:00,70200,17000,E,40.47097,-3.68245,10,False,12,2
2026-06-02T02:36:21Z,1050M21703C2,21703,C2,0,70103,70111,2026-06-02T05:08:00,10203,70103,E,40.489193,-3.3662832,10,False,5,1
2026-06-02T02:36:21Z,1050M20403C4b,20403,C4b,0,17000,17001,2026-06-02T05:10:00,17005,17000,E,40.471325,-3.6833096,10,True,5,1
2026-06-02T02:36:21Z,1050M21601C2,21601,C2,0,70200,70105,2026-06-02T05:05:00,12006,70200,E,40.644257,-3.1823237,10,False,1,1
2026-06-02T02:36:21Z,1050M19502C5,19502,C5,0,35607,35606,2026-06-02T05:01:00,35012,35607,E,40.330883,-3.8823783,10,False,2,1
2026-06-02T02:36:21Z,1050M20203C4a,20203,C4a,0,18000,18101,2026-06-02T04:57:00,19003,18000,E,40.40654,-3.6895106,10,True,6,1
2026-06-02T02:36:21Z,1050M21500C2,21500,C2,0,17000,18002,2026-06-02T05:04:00,70200,17000,E,40.47097,-3.68245,10,False,12,2
2026-06-02T02:41:22Z,1050M21703C2,21703,C2,0,70103,70111,2026-06-02T05:08:00,10203,70103,E,40.489193,-3.3662832,10,False,5,1
2026-06-02T02:41:22Z,1050M20403C4b,20403,C4b,0,17000,17001,2026-06-02T05:10:00,17005,17000,E,40.471325,-3.6833096,10,True,5,1
2026-06-02T02:41:22Z,1050M21700C7,21700,C7,0,17000,18002,2026-06-02T05:14:00,18000,17000,E,40.47113,-3.6828332,10,False,7,2
2026-06-02T02:41:22Z,1050M21601C2,21601,C2,0,70200,70105,2026-06-02T05:05:00,12006,70200,E,40.644257,-3.1823237,10,False,1,1
2026-06-02T02:41:22Z,1050M20203C4a,20203,C4a,0,18000,18101,2026-06-02T04:57:00,19003,18000,E,40.40654,-3.6895106,10,True,6,1
2026-06-02T02:41:22Z,1050M21500C2,21500,C2,0,17000,18002,2026-06-02T05:04:00,70200,17000,E,40.47097,-3.68245,10,False,12,2
2026-06-02T02:41:22Z,1050M19502C5,19502,C5,0,35607,35606,2026-06-02T05:01:00,35012,35607,E,40.330883,-3.8823783,10,False,2,1
2026-06-02T02:46:18Z,6050M26500C3,26500,C3,0,13200,13200,2026-06-02T05:00:00,13100,13200,A,43.260048,-2.928512,60,False,,
2026-06-02T02:46:18Z,6050M26501C3,26501,C3,0,13100,13100,2026-06-02T05:01:00,13200,13100,A,42.99472,-3.0158784,60,False,2,2
2026-06-02T02:46:18Z,6150M32769C1,32769,C1,0,11400,11400,2026-06-02T05:00:00,11600,11400,A,43.086685,-2.3198454,61,False,4,4
2026-06-02T02:46:18Z,1050M19503C5,19503,C5,0,35012,35002,2026-06-02T05:16:00,35607,35012,E,40.25559,-3.8284667,10,False,1,1
2026-06-02T02:46:18Z,1050M21703C2,21703,C2,0,70103,70111,2026-06-02T05:08:00,10203,70103,E,40.489193,-3.3662832,10,False,5,1
2026-06-02T02:46:18Z,1050M21700C7,21700,C7,0,17000,18002,2026-06-02T05:14:00,18000,17000,E,40.47113,-3.6828332,10,False,7,2
2026-06-02T02:46:18Z,1050M20203C4a,20203,C4a,-1,18000,18101,2026-06-02T04:56:00,19003,18000,E,40.40654,-3.6895106,10,True,6,1
2026-06-02T02:46:18Z,1050M19799C1,19799,C1,0,18000,18001,2026-06-02T05:18:00,98305,18000,E,40.470993,-3.6825814,10,False,1,1
2026-06-02T02:46:18Z,1050M21601C2,21601,C2,0,70200,70105,2026-06-02T05:05:00,12006,70200,E,40.644257,-3.1823237,10,False,1,1
2026-06-02T02:46:18Z,1050M20403C4b,20403,C4b,0,17000,17001,2026-06-02T05:10:00,17005,17000,E,40.471325,-3.6833096,10,True,5,1
2026-06-02T02:46:18Z,1050M21501C2,21501,C2,0,70200,70105,2026-06-02T05:24:00,10203,70200,E,40.644257,-3.1823237,10,True,1,1
2026-06-02T02:46:18Z,1050M78002C3,78002,C3,0,17000,18002,2026-06-02T05:16:00,60200,17000,E,40.471382,-3.6834786,10,True,2,8
2026-06-02T02:46:18Z,1050M21500C2,21500,C2,0,17000,18002,2026-06-02T05:04:00,70200,17000,E,40.47097,-3.68245,10,False,12,2
2026-06-02T02:46:18Z,1050M19504C5,19504,C5,0,35607,35606,2026-06-02T05:16:00,35012,35607,E,40.330883,-3.8823783,10,False,2,1
2026-06-02T02:46:18Z,1050M19502C5,19502,C5,0,35607,35606,2026-06-02T05:01:00,35012,35607,E,40.330883,-3.8823783,10,False,2,1
